"","Sale_Price","Gr_Liv_Area","Garage_Cars","Garage_Area","Total_Bsmt_SF","First_Flr_SF","Year_Built","Full_Bath","Year_Remod_Add","Mas_Vnr_Area","TotRms_AbvGrd"
"460",248500,1456,2,539,1451,1456,2008,2,2008,500,6
"461",286500,1712,3,701,1712,1712,2002,2,2003,270,8
"462",254000,1324,2,550,1324,1324,2006,2,2006,176,6
"463",173000,1405,2,478,1405,1405,2003,2,2003,163,6
"464",173000,1626,2,474,764,764,2003,2,2004,106,6
"465",184000,1456,2,390,728,728,2005,2,2005,0,8
"466",167800,1490,2,392,745,745,2005,2,2006,0,7
"467",174000,1484,2,390,742,742,2005,2,2005,0,8
"468",174000,1560,2,400,684,684,2005,2,2005,0,6
"469",174000,1555,3,660,1373,1555,2007,2,2007,130,7
"470",175900,1569,3,660,1386,1569,2007,2,2007,130,7
"471",192500,1555,2,430,1373,1555,2005,2,2006,16,7
"472",181000,1504,2,457,1346,1504,2005,2,2006,16,7
"473",180000,1220,2,397,1220,1220,2005,2,2006,16,5
"474",160200,1145,2,397,1145,1145,2005,2,2006,11,5
"475",188500,1432,2,432,716,716,2004,2,2005,0,6
"476",200000,2267,2,390,1010,1010,2002,2,2002,0,8
"477",170000,1374,2,400,384,744,2004,2,2005,0,6
"478",189500,1630,2,436,868,868,2004,2,2005,200,7
"479",184100,1419,2,527,408,779,2002,2,2002,0,7
"480",195500,1594,2,434,846,846,2004,2,2004,0,7
"481",192000,1489,2,400,782,806,2003,2,2003,0,8
"482",178000,1342,2,393,698,698,2003,2,2003,0,7
"483",207500,1314,2,626,1314,1314,2007,2,2008,166,6
"484",236000,2256,2,554,952,980,2000,2,2000,0,8
"485",257500,2004,3,644,870,878,2002,2,2002,0,8
"486",244000,2054,2,390,992,1022,2000,2,2000,40,7
"487",167000,1374,2,400,384,744,2004,2,2004,0,7
"488",179000,1800,2,463,982,1007,2000,2,2000,16,7
"489",190000,1514,2,394,794,819,2000,2,2000,0,7
"490",156000,1430,2,400,384,774,1999,2,2000,0,7
"491",245000,2312,3,658,1177,1223,1999,2,1999,210,8
"492",181000,1675,2,502,841,892,1999,2,1999,0,7
"493",214000,2060,2,390,992,1022,1999,2,1999,298,8
"494",168000,1430,2,410,384,774,1999,2,1999,0,7
"495",337000,2365,3,856,1252,1268,1999,2,1999,673,8
"496",403000,2794,3,810,1462,1490,1995,2,1996,506,9
"497",327000,2687,3,810,1455,1466,2000,2,2000,150,10
"498",340000,2450,3,1069,1284,1310,1998,2,1998,731,7
"499",336000,2612,3,676,1225,1276,1998,2,1999,975,8
"500",265000,2344,3,889,1264,1277,1996,2,1997,921,7
"501",315000,2063,3,815,2024,2063,1994,2,1995,634,7
"502",260000,2646,3,656,1347,1372,1993,2,1993,256,9
"503",260000,2061,2,647,1070,1094,1995,2,1996,286,7
"504",263550,2232,2,623,1173,1215,1993,2,1994,372,8
"505",402000,2448,3,711,1629,1686,1994,2,2005,528,8
"506",248000,1850,2,467,973,979,1994,2,1994,0,7
"507",244600,1468,3,898,1468,1468,2008,2,2009,72,6
"508",275000,1696,3,972,1696,1696,2008,2,2008,240,7
"509",257500,1658,3,726,1614,1658,2008,2,2008,294,7
"510",287090,1578,3,840,1573,1578,2008,2,2009,194,7
"511",275500,1702,3,844,1702,1702,2007,2,2007,260,7
"512",245000,1432,2,492,1422,1432,2006,2,2006,206,7
"513",253000,1971,2,689,1113,1113,2005,2,2005,0,8
"514",468000,2490,3,795,2458,2490,2005,2,2006,198,9
"515",252678,1852,2,644,900,932,2009,2,2009,0,7
"516",210000,1590,2,676,768,786,2008,2,2008,0,6
"517",208300,1218,2,676,1218,1218,2009,2,2009,0,4
"518",225000,1436,2,529,1436,1436,2008,2,2009,0,6
"519",229456,1314,2,552,1300,1314,2009,2,2009,72,6
"520",229800,1402,2,625,1402,1402,2008,2,2008,0,7
"521",250000,1530,3,984,1530,1530,2007,2,2008,120,7
"522",370878,1766,3,478,1766,1766,2009,2,2009,162,7
"523",238500,1448,2,692,1372,1448,2006,2,2007,238,6
"524",310000,2007,3,812,1017,1026,2008,2,2008,160,10
"525",270000,1795,3,782,900,909,2006,2,2006,121,8
"526",252000,1953,3,1043,1082,1082,2005,2,2006,0,9
"527",241000,1550,2,438,1092,1112,2006,2,2007,100,7
"528",264500,1836,2,517,1836,1836,2008,2,2009,288,8
"529",291000,1662,3,711,1652,1662,2006,2,2007,0,8
"530",263000,2094,2,615,912,912,2003,2,2004,0,8
"531",185000,1221,2,400,1221,1221,2004,2,2005,0,6
"532",234500,1553,2,588,1553,1553,2003,2,2004,0,6
"533",209000,1653,2,628,812,812,2003,2,2003,0,6
"534",159000,1218,2,576,1218,1218,2007,1,2007,0,6
"535",152000,1141,2,484,1141,1141,2006,1,2006,0,6
"536",143500,1158,0,0,1158,1158,2004,1,2004,0,5
"537",193000,1812,2,478,835,871,2004,2,2004,0,8
"538",203000,1512,3,845,1512,1512,2004,2,2004,264,6
"539",184900,1200,2,555,1176,1200,2003,2,2003,0,5
"540",159000,1114,2,576,1114,1114,2004,1,2005,0,6
"541",142000,1114,0,0,1114,1114,2004,1,2004,0,6
"542",153000,1114,2,576,1114,1114,2003,2,2004,0,6
"543",224243,1450,3,788,1450,1450,2008,2,2009,140,6
"544",220000,2122,2,559,913,913,1996,2,1997,132,8
"545",257000,1844,2,620,1844,1844,2005,2,2006,366,7
"546",189000,1434,2,527,1454,1434,2001,2,2001,0,6
"547",171500,1730,2,528,816,833,1992,2,1992,0,6
"548",120000,1217,1,288,626,626,1980,1,1980,0,6
"549",145000,1332,2,542,1332,1332,1990,2,1991,0,5
"550",184000,1540,2,495,754,754,1994,2,1994,0,6
"551",162000,1400,2,465,676,698,1986,2,1986,141,6
"552",160000,1882,2,612,0,964,1981,2,1981,0,8
"553",82000,841,1,294,721,841,1950,1,1950,0,4
"554",76000,784,2,360,784,784,1928,1,1950,0,5
"555",110000,980,2,400,980,980,1962,1,1962,0,5
"556",135000,980,2,484,980,980,1977,1,1977,153,6
"557",141000,864,2,732,864,864,1961,1,1961,0,5
"558",122000,864,1,440,864,864,1961,1,1961,0,5
"559",124100,1020,1,288,1024,1020,1965,2,1965,0,5
"560",129000,912,1,300,912,912,1963,1,1995,0,6
"561",131400,1144,1,264,864,1144,1961,1,1983,0,6
"562",62383,864,1,360,864,864,1965,1,1965,0,5
"563",123000,912,1,252,912,912,1962,1,1962,60,6
"564",275000,2014,3,864,2014,2014,1980,2,1980,115,6
"565",235000,1755,2,524,975,975,1991,2,2008,196,7
"566",280750,3005,3,704,1376,1376,2004,2,2005,0,9
"567",164500,1224,2,528,612,612,2009,2,2009,76,4
"568",173733,1224,2,528,612,612,2009,2,2009,76,4
"569",222000,1726,2,561,1726,1726,2008,2,2008,280,6
"570",195000,1256,2,641,1145,1256,2008,1,2008,252,5
"571",172500,1471,2,440,729,742,1999,2,1999,894,6
"572",180000,1512,2,440,756,756,2000,2,2000,513,4
"573",156000,1452,2,506,691,713,1999,2,1999,218,6
"574",172500,1739,2,480,970,983,1999,2,2000,456,7
"575",318750,1694,2,642,1694,1694,1977,2,2008,450,5
"576",211500,1226,2,484,1226,1226,1981,1,1981,0,4
"577",241600,1740,2,540,1740,1740,1981,1,1981,0,7
"578",180500,2499,2,527,392,1487,1976,2,1976,200,5
"579",150000,1620,2,490,1281,1620,1976,2,1993,0,8
"580",154000,1556,2,441,727,829,1968,1,1968,0,8
"581",185000,1442,2,615,1442,1442,1970,2,1970,571,6
"582",185750,1489,2,462,1489,1489,1968,2,1968,0,7
"583",200000,2090,2,484,1107,1107,1973,2,1973,240,7
"584",206000,2067,2,784,752,1285,1974,2,1974,0,7
"585",162000,1395,2,497,723,735,1972,1,1972,0,6
"586",256900,2640,2,515,932,1271,1967,2,1997,256,8
"587",197900,1724,2,480,1680,1724,1967,1,1976,359,7
"588",163000,1336,2,502,1288,1336,1969,2,1969,128,6
"589",113000,1216,1,336,1216,1216,1969,1,1969,200,5
"590",230000,2288,2,520,908,1316,1977,1,1992,283,8
"591",167900,1334,2,630,1350,1334,1977,2,1977,360,6
"592",213250,1680,2,583,1650,1680,1998,2,1999,0,7
"593",227000,1665,2,528,810,810,2001,2,2001,0,6
"594",130000,864,1,312,864,864,1967,1,1967,0,5
"595",143000,1568,2,440,1568,1568,1967,1,1967,0,7
"596",117500,925,1,429,925,925,1965,1,1965,0,5
"597",168500,2061,2,498,1165,1165,1974,2,1974,252,8
"598",172500,1320,2,495,1232,1320,1971,2,1971,509,5
"599",161500,1342,2,457,1372,1342,1967,2,1967,0,7
"600",141500,894,2,396,894,894,1960,1,1960,0,5
"601",118000,864,1,308,864,864,1959,1,1959,0,5
"602",127500,864,1,300,864,864,1959,1,1959,0,5
"603",140000,1362,3,768,1040,1362,1957,1,1957,160,6
"604",177625,1728,2,576,1048,1728,1956,2,1956,70,7
"605",110000,1776,3,888,1584,1776,1958,2,1958,95,9
"606",167000,1516,2,472,1516,1516,1964,1,1964,180,6
"607",153000,1313,2,610,1313,1313,1961,1,1995,217,6
"608",145100,1292,2,520,1292,1292,1964,1,1964,144,6
"609",154000,1154,2,480,1154,1154,1966,1,1966,200,6
"610",177500,2140,2,549,744,825,1965,2,1965,0,7
"611",158000,1445,2,645,1127,1445,1964,1,1964,115,7
"612",124500,1041,1,270,1041,1041,1959,1,1959,132,6
"613",174500,1576,2,368,1208,1576,1961,1,1961,90,7
"614",122000,960,1,330,960,960,1955,1,1955,0,5
"615",82500,708,0,0,420,708,1940,1,1950,0,5
"616",110000,1203,1,352,709,979,1950,1,1950,161,5
"617",149500,1505,2,505,1505,1505,1953,1,1953,90,6
"618",175000,1691,2,550,1680,1691,1967,1,1967,0,5
"619",167000,1644,2,418,1416,1644,1953,1,1953,238,7
"620",128900,1050,1,338,1050,1050,1956,1,1956,0,5
"621",140000,1668,1,271,856,1112,1950,1,2005,0,6
"622",147000,1113,1,264,1113,1113,1950,1,2007,0,5
"623",124000,1584,3,792,1584,1584,1967,2,1967,0,8
"624",187500,1453,2,530,1453,1453,1961,2,1961,3,6
"625",159000,1394,2,514,1394,1394,1963,1,1963,247,6
"626",256000,1567,2,542,1562,1567,1966,2,2008,210,5
"627",205000,1986,2,486,768,1186,1965,2,1990,176,7
"628",193500,2142,1,509,896,1182,1968,2,1968,576,8
"629",110000,1392,2,576,1392,1392,1968,1,1968,216,5
"630",104900,1738,1,368,715,1281,1920,2,2007,0,7
"631",150000,1144,1,286,1169,1144,1956,1,1956,164,6
"632",156500,1478,2,442,1478,1478,1957,1,1957,0,6
"633",176000,1329,2,441,1329,1329,1960,1,1960,128,5
"634",149500,988,1,297,988,988,1959,2,1998,0,6
"635",139000,1632,1,338,1240,1632,1958,2,1988,183,6
"636",155000,1215,1,297,1215,1215,1958,1,1998,176,6
"637",120000,1202,1,304,1202,1202,1956,1,1956,0,6
"638",153000,1382,1,350,1382,1382,1955,1,1955,0,6
"639",144000,1200,1,294,1200,1200,1956,1,1956,0,6
"640",176000,1382,2,884,1362,1382,1962,1,1962,399,6
"641",153000,1297,2,498,1297,1297,1954,1,1990,650,5
"642",135000,1866,2,495,1866,1866,1958,2,1958,657,8
"643",131000,1062,1,297,1062,1062,1954,1,1954,80,6
"644",123000,1319,1,270,608,1319,1953,1,1953,0,5
"645",126000,1112,2,480,631,1112,1951,1,1951,0,5
"646",115000,1005,2,672,1005,1005,1955,1,1955,0,5
"647",164900,1363,1,288,1008,1363,1951,1,2000,70,6
"648",113000,793,1,240,793,793,1945,1,1950,0,4
"649",145500,1031,1,230,1031,1031,1952,1,2005,0,5
"650",102900,1210,1,616,0,1210,1953,1,1953,140,7
"651",95000,1699,2,420,978,1014,1900,2,1970,0,7
"652",152500,1527,2,410,699,801,1948,1,1999,0,6
"653",129900,1200,1,246,1200,1200,1950,1,1950,0,6
"654",132000,972,1,240,972,972,1948,1,2002,0,5
"655",99900,792,1,366,792,792,1958,1,1958,0,4
"656",135000,1656,1,180,660,808,1916,2,1987,0,8
"657",149000,1352,2,720,676,676,1939,2,2006,0,7
"658",114000,1039,1,281,405,717,1900,1,2003,0,6
"659",109500,792,1,240,768,792,1924,1,2006,0,5
"660",125000,1078,1,264,1054,1078,1925,1,1950,0,6
"661",142900,2377,2,528,1313,1313,1915,2,1950,0,8
"662",156500,1690,2,624,560,930,1910,2,2008,0,5
"663",59000,599,0,0,416,599,1940,1,1950,0,4
"664",105000,1374,1,338,840,840,1920,1,1950,0,6
"665",106000,846,2,576,720,846,1920,1,1950,0,4
"666",78500,725,1,320,630,725,1890,1,1998,0,4
"667",190000,2544,3,907,1248,1248,1969,2,1969,480,12
"668",154000,1380,1,364,1380,1380,1963,1,1963,295,6
"669",163000,1040,2,480,1040,1040,1967,1,1967,0,6
"670",200000,2634,4,968,1248,1338,1969,2,1969,368,12
"671",143500,951,2,480,951,951,1958,1,2007,0,6
"672",135000,1105,1,308,1105,1105,1957,1,1957,143,5
"673",153000,1306,1,756,992,1306,1957,1,2000,0,5
"674",157500,1478,2,498,1478,1478,1960,2,1960,30,6
"675",113500,1142,1,384,160,1142,1958,1,1958,82,5
"676",133000,1268,1,288,832,1036,1949,1,1950,0,6
"677",92900,1040,2,400,0,1040,1950,2,1950,0,6
"678",128500,1133,2,900,795,765,1950,1,1950,0,5
"679",90000,1040,2,420,0,1040,1949,2,1950,0,6
"680",138000,1904,1,240,1208,1136,1950,1,1982,0,7
"681",128000,1041,1,294,1041,1041,1958,1,1958,0,6
"682",139000,1339,1,294,1029,1339,1958,1,1965,0,6
"683",118900,732,1,240,732,732,1952,1,1952,0,4
"684",138000,1183,1,288,528,1183,1959,1,1959,0,6
"685",132500,1148,1,672,1148,1148,1959,1,1959,0,6
"686",133500,1461,1,384,832,832,1949,2,1996,0,6
"687",135000,1495,2,576,864,1064,1948,1,1994,0,6
"688",144750,1806,2,483,780,993,1964,1,1964,420,8
"689",145000,941,2,564,941,941,1978,1,1978,124,4
"690",127000,1045,1,264,1045,1045,1963,1,1963,0,6
"691",109500,894,1,308,894,894,1962,1,1962,0,5
"692",115000,1224,1,210,818,818,1926,1,2004,0,5
"693",110000,1230,2,440,440,682,1910,1,1981,0,5
"694",128900,1378,1,162,901,861,1935,1,1998,0,6
"695",103500,1944,2,324,972,972,1910,2,1950,0,12
"696",66500,1131,1,200,676,676,1941,1,1950,0,5
"697",130000,1306,2,472,240,810,1910,1,2003,0,6
"698",129000,1464,0,0,504,764,1910,2,2002,0,7
"699",150000,1558,2,400,690,868,1939,1,1950,0,7
"700",107500,2372,1,432,994,1378,1892,2,1965,0,11
"701",94550,1701,0,0,600,1101,1920,2,1950,0,8
"702",124500,1960,2,400,960,960,1952,2,1952,360,10
"703",135000,1389,1,240,651,707,1946,1,1992,0,6
"704",103000,1447,0,0,801,801,1910,1,1950,0,6
"705",93000,936,2,576,936,936,1953,1,1953,0,4
"706",129500,1328,1,308,768,768,1950,1,1970,0,6
"707",93000,1387,1,256,811,811,1954,2,1954,0,7
"708",80000,861,2,288,861,861,1920,1,1950,0,5
"709",45000,612,1,308,0,612,1940,1,1950,0,4
"710",37900,968,0,0,600,600,1910,1,1950,0,6
"711",91300,886,1,273,190,886,1938,1,1996,0,4
"712",99500,792,1,287,624,792,1923,1,1950,0,5
"713",113000,1452,0,0,736,736,1920,2,2008,0,8
"714",87500,1510,2,720,677,833,1910,2,1950,0,7
"715",110000,1284,1,240,720,720,1947,1,1950,0,5
"716",106000,2138,2,360,849,1075,1898,2,1965,0,11
"717",265979,2640,4,864,1240,1320,1880,1,2003,0,8
"718",160000,2007,1,357,917,1090,1900,2,1950,0,8
"719",119000,1288,1,280,624,664,1917,1,2007,0,5
"720",168000,1742,2,424,916,916,1882,1,1986,0,8
"721",58500,816,0,0,624,816,1910,1,1950,0,5
"722",143000,1482,2,324,650,832,1920,1,1988,0,7
"723",85000,1022,1,280,1022,1022,1910,1,2006,0,4
"724",124900,1869,2,456,1088,1188,1890,1,1996,0,7
"725",119000,1480,1,207,972,1044,1920,1,1950,0,6
"726",146500,1521,3,640,741,780,1910,1,2002,0,8
"727",34900,720,0,0,720,720,1920,1,1950,0,4
"728",44000,797,0,0,245,797,1900,1,1950,0,5
"729",223500,1576,2,528,1324,1072,1923,1,2004,0,6
"730",149000,1432,1,216,1022,1432,1923,1,1950,0,6
"731",205000,1548,2,672,952,952,1925,2,2007,0,5
"732",137000,1654,1,336,297,1001,1930,2,1982,0,7
"733",121000,952,1,192,952,952,1916,1,1950,0,4
"734",128000,1324,1,240,672,757,1936,1,1950,0,6
"735",134900,1176,2,624,698,786,1937,1,2000,0,4
"736",117000,1348,1,216,884,884,1925,1,1997,0,5
"737",132500,1412,1,280,780,825,1939,1,1950,0,6
"738",93000,1142,1,320,468,822,1924,1,1950,444,6
"739",119000,904,1,180,884,904,1926,1,2004,0,4
"740",100000,1301,2,440,1145,1301,1924,1,1950,0,5
"741",141500,1539,2,576,927,1067,1936,1,1950,0,5
"742",133000,1573,1,240,884,989,1935,1,1995,0,6
"743",60000,800,0,0,264,800,1936,1,1950,0,4
"744",105000,875,1,180,715,875,1931,1,1993,0,5
"745",115000,995,1,264,960,995,1925,1,1999,0,5
"746",150000,1582,1,250,952,994,1938,2,1950,0,6
"747",126500,1072,5,1184,1072,1072,1925,1,1950,0,5
"748",214500,2134,2,441,844,1445,1916,2,1994,0,10
"749",167500,2019,2,532,728,1136,1910,1,1993,0,8
"750",155000,1768,2,576,1048,1048,1915,2,1950,0,8
"751",155000,1826,1,164,910,916,1915,1,2005,0,7
"752",179900,1944,1,216,672,1272,1915,2,1994,0,8
"753",104000,2229,0,0,755,929,1912,1,1950,0,8
"754",62500,2128,0,0,1040,1088,1922,2,1950,0,11
"755",149000,1930,1,316,720,1146,1927,2,1950,0,8
"756",103000,1208,2,539,780,848,1925,1,1950,0,5
"757",123000,1427,1,379,483,741,1915,1,2002,0,7
"758",97500,1864,0,0,1020,978,1902,2,2000,188,9
"759",135000,1666,1,384,1204,1204,1927,1,1950,0,4
"760",70000,892,0,0,858,892,1923,1,1950,0,5
"761",116000,1403,1,308,698,754,1915,1,1965,0,7
"762",88750,704,1,220,560,704,1946,1,2001,0,4
"763",179000,1200,0,0,1200,1200,1987,3,1988,0,5
"764",179000,1200,0,0,1200,1200,1987,3,1988,0,5
"765",159900,1152,1,252,1152,1152,1978,2,1978,0,6
"766",61000,904,0,0,683,904,1922,0,1950,0,4
"767",103600,1369,1,300,672,697,1925,2,1950,0,6
"768",63000,1112,1,226,585,687,1934,2,1950,0,6
"769",175000,1464,2,480,520,1464,1963,2,1999,0,6
"770",139000,1121,2,480,1121,1121,1963,1,1963,0,5
"771",172500,1683,2,440,918,918,1978,2,1978,92,7
"772",113500,1052,1,668,1052,1052,1967,1,1967,172,6
"773",130000,899,1,288,864,899,1967,1,2004,89,5
"774",149900,1034,2,504,456,1034,1978,1,1978,23,5
"775",134900,858,2,576,858,858,1982,1,1982,0,5
"776",137000,860,2,528,840,860,1982,1,1982,0,4
"777",139000,1092,1,288,1092,1092,1962,1,1962,116,6
"778",165000,1774,1,384,552,904,1961,2,1961,0,8
"779",148000,1138,2,480,1138,1138,1960,1,1960,54,6
"780",165000,2071,1,336,825,2071,1956,1,1956,366,9
"781",63900,660,0,0,0,660,1947,1,1950,0,5
"782",161500,1788,1,304,1104,1104,1957,1,1989,0,8
"783",143000,1473,1,452,1437,1473,1968,1,2003,0,5
"784",135000,1229,1,284,1134,1229,1956,1,1956,0,6
"785",82500,861,2,539,861,861,1940,1,1950,0,4
"786",190000,1867,1,303,1617,1867,1955,1,1993,0,7
"787",139600,1733,2,452,0,1733,1955,2,1955,0,8
"788",122000,1383,2,498,0,1383,1954,1,1954,0,6
"789",127500,1689,2,480,1436,1689,1956,1,1956,0,7
"790",121500,1073,1,340,1073,1073,1956,1,1956,0,5
"791",60000,1276,1,350,1276,1276,1958,1,1958,0,5
"792",154400,1639,1,240,747,892,1946,1,1950,0,6
"793",113000,672,1,234,672,672,1941,1,1950,0,4
"794",125000,1089,1,252,1089,1089,1954,1,1954,0,5
"795",84000,845,1,290,0,845,1957,1,1957,0,5
"796",139500,1049,1,266,1049,1049,1984,2,1984,149,5
"797",131000,1716,1,281,768,1148,1949,1,2008,0,8
"798",105000,1258,1,280,560,698,1939,1,1950,0,6
"799",108000,1510,1,296,755,755,1940,1,1950,0,7
"800",162000,1061,2,462,1054,1061,1990,1,1991,0,4
"801",156500,1338,2,576,520,1338,1983,1,1983,100,5
"802",316600,2132,2,612,1496,1496,1983,1,2009,0,5
"803",271900,2196,3,701,2158,2196,1990,2,1991,234,7
"804",213000,1775,2,425,740,1006,1993,2,1993,137,7
"805",239900,1879,2,473,1079,1079,1993,2,1994,0,8
"806",239500,2020,2,466,1128,1142,1995,2,1995,0,8
"807",131000,2016,2,576,0,1288,1880,1,2007,0,7
"808",118964,1535,2,410,0,1535,1979,2,1979,0,8
"809",153337,1224,2,528,1086,1224,1979,0,1979,275,6
"810",147983,2228,2,720,0,1114,1979,2,1979,0,8
"811",118858,1535,2,400,0,1535,1979,2,1979,0,8
"812",118858,1535,2,400,0,1535,1979,2,1979,0,8
"813",142953,2240,2,528,0,1120,1979,2,1979,0,12
"814",148325,1229,2,672,1094,1229,1979,0,1979,216,6
"815",113722,1513,2,400,0,1513,1979,2,1979,0,8
"816",269500,2787,4,820,1168,1168,2000,4,2000,23,8
"817",269500,2787,4,820,1168,1168,2000,4,2000,23,8
"818",269500,2787,4,820,1168,1168,2000,4,2000,23,8
"819",323262,1680,3,1138,1555,1680,2009,1,2009,242,8
"820",297000,1718,3,826,1705,1718,2007,2,2008,336,7
"821",295493,1630,3,860,1622,1630,2008,2,2008,270,8
"822",332000,1720,3,846,1720,1720,2008,2,2008,364,8
"823",239900,1468,3,904,1468,1468,2008,2,2008,0,6
"824",212000,1768,2,578,866,866,2007,2,2007,0,7
"825",272500,1838,2,524,1838,1838,2007,2,2008,352,7
"826",239000,1800,2,702,1800,1800,2007,2,2007,0,7
"827",220000,1604,2,660,1604,1604,2006,2,2006,180,8
"828",200000,1290,2,662,1282,1290,2007,2,2007,0,6
"829",221800,1254,3,810,1254,1254,2008,2,2008,140,5
"830",194500,1232,2,632,1232,1232,2007,2,2007,82,6
"831",237000,1498,3,844,1498,1498,2005,2,2006,76,7
"832",173000,1422,2,440,704,704,2005,2,2006,0,7
"833",275000,1644,2,569,1518,1644,1989,2,1989,145,5
"834",233500,1759,2,525,1449,944,1992,2,1993,0,7
"835",185000,2126,2,538,1013,1160,1967,2,1967,0,7
"836",152000,1040,2,576,1040,1040,1996,1,1996,0,6
"837",143000,990,1,440,990,990,1994,1,1994,0,5
"838",231500,1764,2,470,928,928,1997,2,1997,0,7
"839",212000,1661,2,550,799,827,1996,2,1996,0,6
"840",207000,1463,2,539,1463,1463,1998,2,1998,0,5
"841",145000,1097,2,672,1097,1097,1994,1,1995,0,6
"842",138000,990,2,480,990,990,1994,1,1995,0,5
"843",197900,1779,2,546,866,866,1998,2,1998,0,6
"844",204000,1501,2,577,1490,1501,1999,2,1999,183,6
"845",192000,1431,2,666,1431,1431,1999,2,1999,0,6
"846",200000,1772,2,492,928,928,1998,2,1998,120,7
"847",195000,1660,2,493,831,831,2002,2,2002,95,7
"848",227000,1573,2,544,1573,1573,2002,2,2002,110,6
"849",230000,1840,2,622,944,944,2001,2,2001,0,6
"850",187100,1430,2,605,1413,1430,2001,2,2002,0,6
"851",203000,1444,2,577,1431,1444,2002,2,2001,68,6
"852",201000,1492,2,608,1492,1492,2001,2,2001,180,6
"853",124000,1040,0,0,1040,1040,1978,2,1978,136,5
"854",140000,907,1,343,907,907,1978,1,1978,76,5
"855",134900,914,2,444,914,914,1979,1,1979,40,5
"856",150500,1040,2,484,1040,1040,1977,2,2008,0,5
"857",136500,864,1,336,864,864,1978,1,2005,90,6
"858",143500,1268,1,252,1268,1268,1977,1,1989,0,5
"859",133500,864,1,338,864,864,1972,1,1972,0,5
"860",123000,894,2,600,894,894,1972,1,1972,0,6
"861",133900,768,1,396,768,768,1972,1,2003,0,5
"862",133000,768,2,396,768,768,1972,1,2007,0,5
"863",250000,1611,3,1231,1569,1611,2002,2,2002,0,6
"864",254750,2184,2,570,1068,1068,2003,2,2003,198,8
"865",236500,1788,2,522,1753,1788,2001,2,2001,0,7
"866",261500,1872,2,531,1299,1299,2001,2,2001,108,7
"867",313000,2153,3,736,1440,1476,2000,2,2000,204,8
"868",198500,1725,2,550,840,840,2002,2,2002,0,6
"869",211000,1870,2,608,944,944,2001,2,2001,0,6
"870",220000,1513,2,521,1462,1513,1999,2,2000,260,5
"871",203000,1504,2,478,1504,1504,1996,2,1996,196,6
"872",279500,1828,2,523,1822,1828,2002,2,2003,164,7
"873",210000,1417,2,511,1417,1417,1997,2,1998,209,7
"874",219500,2034,2,645,1057,1057,1997,2,1998,573,8
"875",191000,1716,2,512,880,909,1996,2,1996,0,7
"876",178000,1212,2,573,1212,1212,2001,2,2001,0,6
"877",213000,1630,2,451,1630,1630,2000,2,2001,171,6
"878",144000,848,2,420,848,848,2003,1,2004,170,4
"879",140000,848,2,420,848,848,2003,1,2003,170,4
"880",293200,1602,3,810,1578,1602,2007,2,2007,180,7
"881",190000,1728,2,572,864,864,2004,2,2004,0,7
"882",190000,1500,2,570,1500,1500,2004,2,2004,210,6
"883",173500,1476,2,540,738,738,2005,2,2005,0,7
"884",170000,1396,2,440,608,608,2007,2,2007,0,6
"885",108000,1126,2,520,0,1126,1949,2,2003,0,5
"886",167000,1486,2,480,1486,1486,1964,1,1999,0,7
"887",100000,816,1,288,816,816,1938,1,1958,0,3
"888",198500,1922,2,672,0,495,2003,3,2003,500,7
"889",159500,1426,2,440,690,698,1977,1,1977,140,6
"890",127000,1149,1,544,1014,1149,1960,1,1971,0,7
"891",125000,1125,1,352,1041,1125,1976,1,1976,255,6
"892",320000,1698,3,768,1698,1698,2007,2,2008,340,8
"893",145500,1072,2,525,547,1072,2005,1,2006,80,5
"894",118000,698,0,0,698,698,1947,1,2008,0,4
"895",85000,876,1,320,876,876,1959,1,1959,0,5
"896",120000,1368,1,195,1078,1368,1950,1,1950,0,6
"897",98000,1529,1,240,0,1088,1945,2,1950,0,9
"898",99900,864,0,0,864,864,1922,1,1950,0,4
"899",82000,944,2,528,0,944,1952,1,1952,0,4
"900",119900,1678,0,0,1678,1678,1959,2,1959,74,10
"901",103500,1560,1,313,1150,1560,1956,1,1956,259,7
"902",112000,960,1,288,672,960,1956,1,1956,0,5
"903",110000,1196,2,528,684,684,1920,1,2000,0,7
"904",122000,1298,1,256,720,854,1941,1,1950,0,6
"905",117000,1604,2,660,984,984,1941,2,1960,0,6
"906",160000,1268,1,250,832,832,1938,1,1950,88,7
"907",159434,1520,1,281,793,848,1932,1,2000,0,6
"908",60000,438,1,246,290,438,1920,1,1950,0,3
"909",139500,1489,1,240,778,944,1940,2,1950,0,7
"910",197000,3082,2,672,824,1687,1920,2,1970,0,12
"911",105000,1242,1,180,583,647,1935,1,1950,0,6
"912",135000,1981,2,576,1122,1328,1928,2,1950,0,7
"913",147500,1232,2,440,816,1232,1916,1,2000,0,6
"914",137450,1608,1,216,976,1160,1925,2,1990,0,7
"915",155000,1135,2,576,560,575,1936,1,2007,0,6
"916",177000,1913,2,342,896,1172,1928,1,1950,0,9
"917",145000,1477,1,216,861,877,1928,2,1950,0,6
"918",137000,1228,1,215,600,628,1918,1,1990,0,6
"919",234000,2080,1,282,1276,1276,1926,1,2004,0,9
"920",205000,1567,2,440,840,840,1940,1,1950,0,6
"921",177500,1494,1,213,771,753,1942,1,1950,0,7
"922",160000,1308,1,256,728,976,1940,1,1950,0,7
"923",155000,1273,1,307,1273,1273,1960,1,1960,0,5
